label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32
elbows_out,0.1776072829961776,0.1672212332487106,0.1676793694496154,0.1683632582426071,0.1682885587215423,0.1693931519985199,0.1706579178571701,0.1837987303733825,0.1859253197908401,0.1946954727172851,0.1967433840036392,0.2659149467945099,0.2809118926525116,0.3115474283695221,0.3339928686618805,0.3116477429866791,0.3035151064395904,0.2878733575344085,0.2876390516757965,0.2833040654659271,0.282368928194046,0.2934043109416961,0.2898047864437103,0.5357983112335205,0.5316965579986572,0.7136430740356445,0.6951490044593811,0.891819417476654,0.8566720485687256,0.928700864315033,0.8901262879371643,0.8602588176727295,0.8386511206626892,0.6100102066993713,0.5899108052253723,0.5897446870803833,0.5897135138511658,0.5793026685714722,0.5715842247009277,0.5634080171585083,0.5677741169929504,0.5339736938476562,0.6088425517082214,0.5969365835189819,0.5848692655563354,0.4406099617481231,0.7540177702903748,0.5553844571113586,0.8571738004684448,0.6958799958229065,0.8839524984359741,0.7137295603752136,0.8542147874832153,0.7241848707199097,0.8393564820289612,0.7263330221176147,0.5311727523803711,0.4306453466415405,0.6547605991363525,0.5480598211288452,0.658038854598999,0.5690834522247314,0.6396898031234741,0.5547940731048584,0.7474607229232788,0.6668028831481934,0.0539499334990978,0.0166821517050266,0.016665831208229,0.0167041011154651,0.0519088506698608,0.0518993958830833,0.0517753325402736,-0.0864400342106819,0.0652098208665847,0.0219931006431579,0.0666772574186325,-0.1802990883588791,0.1770704388618469,-0.1754944175481796,0.3432430028915405,-0.0416567735373973,0.4612447917461395,-0.0466860122978687,0.4917142689228058,-0.0440720245242118,0.4688333570957184,-0.0345026180148124,0.4562819898128509,-0.1162312030792236,0.1162480637431144,-0.1147176399827003,0.2222113013267517,-0.1908222883939743,0.2807349860668182,-0.2019329816102981,0.2833422720432281,-0.2633747458457947,0.2708452641963959,0.9994984269142152,0.9995034337043762,0.9995186924934388,0.9996072053909302,0.9994776844978333,0.9995319247245787,0.9996932744979858,0.9991112351417542,0.9996553659439088,0.9991037249565125,0.9990505576133728,0.9995102286338806,0.9967796206474304,0.9773784279823304,0.1014329344034195,0.9509795308113098,0.2250939160585403,0.9432448744773864,0.2613081336021423,0.9422256350517272,0.2651544511318207,0.9268646836280824,0.2645144462585449,0.9993842244148254,0.9970592260360718,0.980774998664856,0.5736740827560425,0.9915925860404968,0.7899258732795715,0.9888039231300354,0.8237649202346802,0.9836016297340392,0.8797042965888977
down,0.1734139919281005,0.1596302837133407,0.1598094999790191,0.1600768715143203,0.1596744358539581,0.1599946320056915,0.160518616437912,0.1703052967786789,0.171449989080429,0.1882867813110351,0.1879617273807525,0.2355229556560516,0.25116166472435,0.3467295467853546,0.3574831187725067,0.3102272748947143,0.3447203636169433,0.2867839932441711,0.3308082222938537,0.2781805396080017,0.3195256292819977,0.2850870490074157,0.3275050520896911,0.4550411105155945,0.4594650566577911,0.64548659324646,0.6401526927947998,0.8050876259803772,0.789299726486206,0.8321414589881897,0.8173086047172546,0.8374851942062378,0.8153927326202393,0.6954938173294067,0.676512598991394,0.6755067706108093,0.6750509142875671,0.6733912825584412,0.6694896221160889,0.6657829284667969,0.6582175493240356,0.6405916810035706,0.6921656727790833,0.6866249442100525,0.6625059843063354,0.533962070941925,0.6610544323921204,0.4795058667659759,0.7856498956680298,0.6175311803817749,0.8139061331748962,0.6133952140808105,0.7962098121643066,0.6234883069992065,0.7881329655647278,0.6488515734672546,0.6191912889480591,0.5353793501853943,0.6653655171394348,0.5782026052474976,0.6348930597305298,0.5841501951217651,0.5990868806838989,0.5481830835342407,0.7320070862770081,0.6831859350204468,0.0990678146481514,0.0707698985934257,0.0707065388560295,0.0706688314676284,0.1028281822800636,0.1028038784861564,0.102641575038433,0.0063277455046772,0.1426304280757904,0.077008917927742,0.1170979067683219,-0.0752328261733055,0.2269150912761688,-0.1896102577447891,0.3411472737789154,-0.2988328039646148,0.4464427232742309,-0.3221656680107116,0.4720307290554046,-0.2958798408508301,0.4572698473930359,-0.2879295647144317,0.4429015815258026,-0.1048513874411583,0.1049637123942375,-0.1036468669772148,0.076112613081932,-0.1401228010654449,0.0585557408630847,-0.1427989453077316,0.0515780635178089,-0.1941347867250442,-0.0077941715717315,0.9980679750442504,0.9982707500457764,0.9980472922325134,0.9984896183013916,0.9981690645217896,0.9981175661087036,0.9988797903060912,0.9965861439704896,0.9987225532531738,0.9966108798980712,0.9965527653694152,0.999481737613678,0.9950973987579346,0.942133903503418,0.0390326380729675,0.899601399898529,0.089906595647335,0.8850414156913757,0.1152584925293922,0.881050169467926,0.1118092611432075,0.8554969429969788,0.107983224093914,0.9988829493522644,0.994772970676422,0.9566273093223572,0.3023815453052521,0.9631356596946716,0.5414739847183228,0.9605792164802552,0.6411294341087341,0.9435622692108154,0.6763132810592651
down,0.1265777647495269,0.1225656121969223,0.1240953654050827,0.1258446276187896,0.1226135194301605,0.1238184794783592,0.1251483261585235,0.1417389214038849,0.1389577686786651,0.1480254381895065,0.1482911556959152,0.2273665070533752,0.2318325042724609,0.3707083463668823,0.3511418402194977,0.3028163611888885,0.2712264358997345,0.2746274173259735,0.2277752459049224,0.2595077455043793,0.2282551974058151,0.2671170532703399,0.244298368692398,0.4998203814029693,0.4890608191490173,0.6952406167984009,0.6664910912513733,0.8817127346992493,0.8358858227729797,0.9199398756027222,0.8687065839767456,0.8672780990600586,0.8259697556495667,0.808478832244873,0.7858756184577942,0.7847261428833008,0.7835378646850586,0.7802578210830688,0.7748838663101196,0.7689334154129028,0.761658251285553,0.7384955286979675,0.8059610724449158,0.7989640235900879,0.7665929198265076,0.6349826455116272,0.7552546858787537,0.6242392659187317,0.9488385319709778,0.7706038951873779,0.9762303233146667,0.7784861326217651,0.9612596035003662,0.795474112033844,0.9509070515632628,0.7992232441902161,0.6669110655784607,0.5889564156532288,0.7482780814170837,0.650122880935669,0.6765998601913452,0.6060750484466553,0.6434749960899353,0.5747212767601013,0.8045828938484192,0.7292910814285278,-0.0747865885496139,-0.1087877750396728,-0.1088098362088203,-0.1088417991995811,-0.0636550113558769,-0.0636078566312789,-0.063675157725811,-0.1874004304409027,0.0154415005818009,-0.0961275249719619,-0.0371872894465923,-0.2495082020759582,0.1605702489614486,-0.3871496021747589,0.3645905554294586,-0.5038198828697205,0.552690327167511,-0.5512553453445435,0.594886064529419,-0.522314727306366,0.573286771774292,-0.4945574700832367,0.5495806336402893,-0.1415098458528518,0.1419872790575027,-0.1665712743997573,0.2961939573287964,-0.2074940055608749,0.4418145418167114,-0.2114644348621368,0.4524647295475006,-0.3119503557682037,0.4207714200019836,0.9988384246826172,0.9989903569221495,0.9990423321723938,0.9992324709892272,0.9989082217216492,0.9989764094352722,0.9993078112602234,0.9982107877731324,0.9992694854736328,0.99822735786438,0.997752845287323,0.9995974898338318,0.9936777949333192,0.9193007349967957,0.0562156252562999,0.9416871666908264,0.1571952998638153,0.9367238283157348,0.190750241279602,0.9318262934684752,0.1872683763504028,0.8991631269454956,0.1765595972537994,0.9993507862091064,0.995163917541504,0.9759014844894408,0.3451339900493622,0.98566997051239,0.634070873260498,0.9785744547843932,0.701808512210846,0.97380793094635,0.7802635431289673
down,0.1282664537429809,0.1179529875516891,0.118546538054943,0.1194199174642562,0.1185405179858207,0.1192154213786125,0.120021142065525,0.1345289349555969,0.1332613080739975,0.1459795832633972,0.1471665948629379,0.2167218774557113,0.228026881814003,0.3545681238174438,0.3466635644435882,0.3015388250350952,0.3126035630702972,0.2848772704601288,0.2866172194480896,0.2680267691612243,0.2808144390583038,0.2725230455398559,0.293231338262558,0.4936803877353668,0.4852297902107239,0.6882671117782593,0.6624230146408081,0.8749741315841675,0.8257156610488892,0.9191895127296448,0.8557325601577759,0.863213837146759,0.8257830739021301,0.8431623578071594,0.8208996653556824,0.8193877339363098,0.8181491494178772,0.8148953318595886,0.8089365363121033,0.8031713962554932,0.7973707318305969,0.7765180468559265,0.8366931080818176,0.829684853553772,0.7834774255752563,0.6731067895889282,0.7997563481330872,0.6461896300315857,0.982248842716217,0.7682324051856995,1.0013469457626345,0.7710418105125427,0.9916951656341552,0.7937878370285034,0.9811022877693176,0.8023965954780579,0.7094237208366394,0.6467510461807251,0.7841013669967651,0.6931251883506775,0.7170205116271973,0.6415042877197266,0.6849877834320068,0.6069707274436951,0.8429170250892639,0.768955647945404,-0.0064468323253095,-0.033980369567871,-0.0339570008218288,-0.0340066589415073,0.0005057484377175,0.0005571289802901,0.0003716855717357,-0.1216639950871467,0.0487730875611305,-0.0259095784276723,0.0182984378188848,-0.1970519423484802,0.1671271026134491,-0.2791809439659118,0.2930466532707214,-0.3104405403137207,0.3751009702682495,-0.3024785816669464,0.3964972198009491,-0.2777255177497864,0.3806229829788208,-0.2930291891098022,0.3701823949813843,-0.1257769763469696,0.126255065202713,-0.1267749667167663,0.2544665932655334,-0.1917055696249008,0.3787907660007477,-0.2011032402515411,0.3855767846107483,-0.2882933914661407,0.3561043739318847,0.9988390207290648,0.9989301562309264,0.99891996383667,0.9991732239723206,0.9988839626312256,0.9989528059959412,0.9993188381195068,0.9977861642837524,0.9990780353546144,0.9979686737060548,0.997437059879303,0.9994223117828368,0.992329478263855,0.9354178309440612,0.065965361893177,0.916414201259613,0.1206939220428466,0.905159592628479,0.1418066620826721,0.9014554619789124,0.1395624876022339,0.8714344501495361,0.1360609680414199,0.9992566108703612,0.9947064518928528,0.9701439142227172,0.3912230730056762,0.984345018863678,0.6588339805603027,0.981998860836029,0.7183718085289001,0.9751578569412231,0.8040800094604492
arched_back,0.3600617945194244,0.3472293019294739,0.3457952439785003,0.3438044786453247,0.3472166955471039,0.3459469676017761,0.3442416489124298,0.3365544378757477,0.3421743810176849,0.3666827976703644,0.368474394083023,0.3628716170787811,0.3781105875968933,0.3404224812984466,0.366549551486969,0.2745775580406189,0.3299492299556732,0.2422904819250106,0.303221732378006,0.2363068461418151,0.2949499189853668,0.250391274690628,0.3053710162639618,0.6367818713188171,0.6214620471000671,0.7396247982978821,0.7274811863899231,0.8819112777709961,0.8607054948806763,0.9238393306732178,0.8910568356513977,0.8442904949188232,0.8420700430870056,0.5684985518455505,0.5712631940841675,0.5699296593666077,0.5691046714782715,0.5707594752311707,0.5691771507263184,0.567743718624115,0.5448372960090637,0.542337954044342,0.5496406555175781,0.5490133166313171,0.5019100904464722,0.3927701413631439,0.6989752650260925,0.6134268045425415,0.8823533654212952,0.7485088109970093,0.9190616011619568,0.7617761492729187,0.9041960835456848,0.7696585059165955,0.8895829916000366,0.774848997592926,0.3007440567016601,0.3048781454563141,0.6390030980110168,0.5547074675559998,0.7915659546852112,0.6953539848327637,0.8075793385505676,0.6869664788246155,0.8928594589233398,0.8211674094200134,0.1570134162902832,0.122730866074562,0.1226601302623748,0.1225363686680793,0.1616040766239166,0.1616295129060745,0.1615016758441925,0.0160820055752992,0.1904567331075668,0.1290467679500579,0.1796370148658752,-0.0771649703383445,0.3010363280773163,-0.1220708712935447,0.4212681353092193,-0.0041995029896497,0.3933671712875366,-0.025118013843894,0.4115200042724609,0.0040422948077321,0.3803014457225799,0.0113487243652343,0.3800802826881408,-0.1254086792469024,0.1251892447471618,-0.0026559750549495,0.2507246732711792,0.1105435267090797,0.3757999837398529,0.124145783483982,0.3892681300640106,0.1165097579360008,0.3701349198818207,0.9982289671897888,0.9989112615585328,0.9987857341766356,0.9992467164993286,0.9986535906791688,0.9982407689094543,0.9989283680915833,0.9979745745658876,0.9989111423492432,0.9967160224914552,0.9954999685287476,0.9996068477630616,0.9958968758583068,0.9866974949836732,0.0720687955617904,0.9617170691490172,0.1687968373298645,0.952322006225586,0.2146427631378173,0.9493193626403807,0.2152641117572784,0.9350823760032654,0.2166951447725296,0.9998423457145692,0.9994224905967712,0.9622334837913512,0.2488437294960022,0.8891838788986206,0.3577556908130646,0.8918322324752808,0.5138410925865173,0.8260660767555237,0.4730715453624725
down,0.1083005964756012,0.0996825471520423,0.1006089150905609,0.1017795354127883,0.1001519784331321,0.101276122033596,0.1024947464466095,0.117715373635292,0.1169215142726898,0.1275412440299987,0.1275752335786819,0.2026955932378769,0.2136371731758117,0.3439308702945709,0.3339070975780487,0.2881650030612945,0.2849947512149811,0.2666219770908355,0.2567922472953796,0.251632422208786,0.254141092300415,0.2602769136428833,0.2644864618778229,0.4763847589492798,0.4700852632522583,0.6803082823753357,0.6571130752563477,0.8693065643310547,0.8196782469749451,0.913603901863098,0.8504545092582703,0.8590801954269409,0.823154628276825,0.8084225654602051,0.7877185344696045,0.785880446434021,0.7838605642318726,0.7809082865715027,0.7755844593048096,0.7701060175895691,0.7607038617134094,0.7448586821556091,0.8047351241111755,0.7974024415016174,0.7783827185630798,0.648093581199646,0.7769428491592407,0.6381181478500366,0.9705559611320496,0.7454451322555542,0.9926065802574158,0.7510836720466614,0.9763447046279908,0.7823624610900879,0.9628809094429016,0.788799524307251,0.7238584756851196,0.6398735642433167,0.7819153666496277,0.6856132745742798,0.7244636416435242,0.6394539475440979,0.6854647397994995,0.6077417731285095,0.8504341840744019,0.7738947868347168,0.008398950099945,-0.0300325639545917,-0.030089134350419,-0.0301245916634798,0.0175910536199808,0.0175951048731803,0.0174504425376653,-0.1244574934244155,0.0833098590373992,-0.0183375440537929,0.0425664708018302,-0.215387612581253,0.2366914600133896,-0.3510785400867462,0.4162109494209289,-0.4421607851982116,0.5754973292350769,-0.477544218301773,0.6174368262290955,-0.4454071223735809,0.5986214876174927,-0.4287589490413666,0.5722723603248596,-0.1482825875282287,0.1485969126224517,-0.1520358026027679,0.301145851612091,-0.2057284861803054,0.446619838476181,-0.2127149105072021,0.4577302634716034,-0.2944448888301849,0.4386982023715973,0.9983491897583008,0.9984577298164368,0.9984182119369508,0.9988080263137816,0.9985270500183104,0.998565673828125,0.9990735054016112,0.9969136714935304,0.9988272190093994,0.997169315814972,0.9966490268707277,0.9995421767234802,0.9939226508140564,0.9269523620605468,0.0474260859191417,0.9146114587783812,0.1079706102609634,0.9027920365333556,0.1339557766914367,0.8963502645492554,0.1303412616252899,0.8569176197052002,0.1233344674110412,0.9993324279785156,0.9949485659599304,0.9662671685218812,0.3155244588851928,0.9801437258720398,0.5912609696388245,0.9781457781791688,0.6764389276504517,0.96963232755661,0.7525842785835266
up,0.206573411822319,0.1923704445362091,0.1924893260002136,0.1927670389413833,0.1928636729717254,0.1931992620229721,0.1937246918678283,0.2044328898191452,0.2058954834938049,0.2229451239109039,0.2238010317087173,0.283399224281311,0.3057480454444885,0.3147059381008148,0.3597761392593384,0.3164736330509186,0.3374773263931274,0.2902016043663025,0.321420282125473,0.2837906777858734,0.3162127137184143,0.2957151234149933,0.3258928060531616,0.5365872979164124,0.535325825214386,0.6929369568824768,0.6734456419944763,0.854771077632904,0.8087136745452881,0.8976671099662781,0.8336470127105713,0.8578894734382629,0.8180185556411743,0.4650774598121643,0.4450489282608032,0.4427149891853332,0.4401821494102478,0.4413879513740539,0.4364691078662872,0.4309951364994049,0.4117597341537475,0.396172285079956,0.4599288403987884,0.4557968974113464,0.436342716217041,0.3108886182308197,0.6502571105957031,0.445843756198883,0.8364622592926025,0.5851442813873291,0.8718054890632629,0.5946146845817566,0.8534017205238342,0.6141003370285034,0.8442061543464661,0.629102349281311,0.4774693846702575,0.4062433838844299,0.6214463114738464,0.5643225908279419,0.6539510488510132,0.5709380507469177,0.6370611190795898,0.5491623282432556,0.7785115838050842,0.6953539848327637,0.0074793393723666,-0.0260603111237287,-0.0261466540396213,-0.0261356960982084,0.0083156526088714,0.0083091994747519,0.0082778790965676,-0.1170535385608673,0.0374752208590507,-0.0195488855242729,0.0252617467194795,-0.1913657039403915,0.153884544968605,-0.2086873799562454,0.234873741865158,-0.1517547219991684,0.2301366478204727,-0.1817251294851303,0.2419216483831405,-0.150060623884201,0.2037633210420608,-0.1368710398674011,0.2146977335214615,-0.0979116335511207,0.0977441295981407,-0.0199831444770097,0.1994054019451141,0.0500023774802684,0.308216243982315,0.0555728152394294,0.3190744519233703,0.0150248203426599,0.3013415038585663,0.99825119972229,0.9984171390533448,0.9983428716659546,0.9987127780914308,0.9979914426803588,0.9980515241622924,0.9988224506378174,0.9972647428512572,0.9987304210662842,0.997854232788086,0.997087836265564,0.9997178316116332,0.9973039627075196,0.9858981966972352,0.1012611836194992,0.9588659405708312,0.183759406208992,0.9493587613105774,0.2071752399206161,0.9471750259399414,0.204411119222641,0.9304479360580444,0.2095142900943756,0.999508023262024,0.9968072772026062,0.9652825593948364,0.3590811789035797,0.9763846397399902,0.5135707855224609,0.9736801981925964,0.6326369047164917,0.960686981678009,0.7093728184700012
down,0.1189178377389907,0.1126395687460899,0.1138821467757225,0.1154423505067825,0.113128013908863,0.1143650338053703,0.1157430037856102,0.1330515146255493,0.1318386197090149,0.1378094255924224,0.139924094080925,0.2166173458099365,0.2272947579622268,0.3441170752048492,0.3502430319786072,0.3023525774478912,0.3139043748378753,0.2846008837223053,0.2871292531490326,0.2683700919151306,0.2859886288642883,0.2727544605731964,0.2961463630199432,0.4935123324394226,0.4842658638954162,0.6910580396652222,0.6633362174034119,0.8777536749839783,0.8280788660049438,0.92183119058609,0.8589646816253662,0.8667362928390503,0.8246979117393494,0.824442982673645,0.801580548286438,0.8007107973098755,0.7999729514122009,0.7944840788841248,0.7886612415313721,0.7827688455581665,0.7806103229522705,0.7561970949172974,0.8217272162437439,0.8135685324668884,0.7744578719139099,0.6535750031471252,0.7742002606391907,0.6463345289230347,0.967626929283142,0.7796472311019897,0.9958627223968506,0.8008909821510315,0.9808126091957092,0.8115283250808716,0.9700229167938232,0.8282777667045593,0.6990668177604675,0.6282773613929749,0.7626283168792725,0.672517716884613,0.6896933317184448,0.6191189289093018,0.6546804904937744,0.583874523639679,0.8144479393959045,0.7425580620765686,-0.0009975612629204,-0.0350944139063358,-0.0351400412619113,-0.035177819430828,0.0075432299636304,0.0075568943284451,0.0074565019458532,-0.1216396018862724,0.0644387677311897,-0.026335459202528,0.0282273087650537,-0.2050274014472961,0.1958408951759338,-0.3226850926876068,0.3444527089595794,-0.3882393538951874,0.4845770895481109,-0.4202867746353149,0.5213661193847656,-0.3862472176551819,0.5013206005096436,-0.3745150864124298,0.4800253212451935,-0.1344727426767349,0.1348557025194168,-0.135532408952713,0.2656060755252838,-0.1815869808197021,0.3970047831535339,-0.1892628520727157,0.4055659174919128,-0.2761886715888977,0.371957004070282,0.999028205871582,0.999097466468811,0.9991255402565002,0.9993119239807128,0.9990718364715576,0.9991505146026612,0.9994326829910278,0.9982118606567384,0.9992985725402832,0.9982945322990416,0.9978519082069396,0.9995661973953248,0.993241250514984,0.9422953724861144,0.0598030164837837,0.938008427619934,0.1173165738582611,0.9298503994941713,0.1405815929174423,0.9257954955101012,0.1381989568471908,0.8957462310791016,0.135291501879692,0.9994025826454164,0.9952243566513062,0.97178453207016,0.3672163784503937,0.9859687089920044,0.6557776927947998,0.9830392599105836,0.726392924785614,0.9763052463531494,0.8055824637413025
arched_back,0.1702833473682403,0.1582349687814712,0.1584864109754562,0.158966526389122,0.1587631106376648,0.1593067795038223,0.1601081639528274,0.1699511706829071,0.1705248355865478,0.1854411512613296,0.1859571635723114,0.23261758685112,0.2610000669956207,0.3315743207931518,0.358451783657074,0.2975474298000335,0.322131484746933,0.2720844149589538,0.2936648428440094,0.2638420760631561,0.2886125147342682,0.2737767398357391,0.3026264309883117,0.49327152967453,0.4981288015842438,0.6727794408798218,0.6716898083686829,0.848605215549469,0.8352416753768921,0.8902512192726135,0.8715585470199585,0.8302227854728699,0.8154363036155701,0.5358688831329346,0.520785927772522,0.5190798044204712,0.5173866748809814,0.5167397260665894,0.5119672417640686,0.5066477060317993,0.4873946607112884,0.4694879949092865,0.5283994078636169,0.5227251052856445,0.4893323481082916,0.3553272187709808,0.5859593749046326,0.4209158718585968,0.7374581098556519,0.5263280272483826,0.7524247169494629,0.5291138887405396,0.7294644117355347,0.5436182022094727,0.7216447591781616,0.551594078540802,0.4364205598831177,0.3515956103801727,0.5805555582046509,0.5047010183334351,0.6008251309394836,0.5485889315605164,0.5888511538505554,0.5322743058204651,0.7180167436599731,0.6713211536407471,0.0743731707334518,0.0373388715088367,0.0372801795601844,0.03726826608181,0.0810046344995498,0.0810141116380691,0.0808753594756126,-0.0588204376399517,0.1317088752985,0.0464807599782943,0.102535031735897,-0.1485938727855682,0.2613318264484405,-0.2542420923709869,0.4090203642845154,-0.2765435874462127,0.5435819029808044,-0.3029877543449402,0.5849834680557251,-0.2724429070949554,0.559700608253479,-0.262358158826828,0.5370282530784607,-0.1197302192449569,0.119941733777523,-0.1298878937959671,0.1788065135478973,-0.1748726963996887,0.2390070259571075,-0.1830340921878814,0.2415276169776916,-0.2557092010974884,0.199261337518692,0.9996351003646852,0.99964040517807,0.999649167060852,0.999747633934021,0.9996907114982604,0.9996705055236816,0.9997937083244324,0.999382257461548,0.999716579914093,0.9992030262947084,0.998951494693756,0.9998916387557985,0.9968544244766236,0.9746977090835572,0.0465970821678638,0.9757292866706848,0.1243223026394844,0.9699370861053468,0.1408462226390838,0.9656278491020204,0.1334277391433715,0.9483432769775392,0.1328640133142471,0.9997325539588928,0.997779667377472,0.973356306552887,0.244568258523941,0.9800950884819032,0.5322655439376831,0.9728966355323792,0.6646302342414856,0.968713879585266,0.7121939063072205
bent_knees,0.0798968002200126,0.068549208343029,0.0693089514970779,0.0701912865042686,0.0691634640097618,0.0704712644219398,0.0719648897647857,0.0905871242284774,0.0928743779659271,0.1029708236455917,0.104889266192913,0.1965762078762054,0.2117342203855514,0.2822453379631042,0.2791250348091125,0.3056364953517914,0.278857409954071,0.2773740589618683,0.2484989315271377,0.269021987915039,0.2503084242343902,0.2819630801677704,0.2633368670940399,0.4764259457588196,0.4680634438991546,0.6286771893501282,0.6154736876487732,0.813969612121582,0.7759571075439453,0.8474835753440857,0.8059426546096802,0.8284381628036499,0.7837315201759338,0.272255539894104,0.2376343309879303,0.2349423468112945,0.2323236018419265,0.2345634251832962,0.2296646237373352,0.2242386639118194,0.2068267464637756,0.1911453604698181,0.2703846096992492,0.2669060528278351,0.2781537175178528,0.154416337609291,0.5185176134109497,0.3919209241867065,0.7292598485946655,0.5619786977767944,0.7639920115470886,0.5732739567756653,0.7440474629402161,0.5792844295501709,0.7330319881439209,0.5822631120681763,0.390965461730957,0.3240370750427246,0.5583616495132446,0.4785076081752777,0.5309099555015564,0.4817655086517334,0.4892062246799469,0.4298239052295685,0.6343053579330444,0.5741456151008606,-0.1037382632493972,-0.1379970759153366,-0.1380774527788162,-0.1381684988737106,-0.0916220173239708,-0.0916657373309135,-0.0916914492845535,-0.2235370427370071,-0.0221922881901264,-0.128110334277153,-0.0692539066076278,-0.3010773360729217,0.1273783594369888,-0.271513968706131,0.2000045329332351,-0.188457116484642,0.186033010482788,-0.227464497089386,0.1916897743940353,-0.2024969458580017,0.1454305797815323,-0.1773343086242675,0.1652250289916992,-0.119513139128685,0.1192748397588729,-0.0024612853303551,0.2613013088703155,0.137836679816246,0.4157196879386902,0.1501126438379287,0.4330426752567291,0.1170948892831802,0.4341551661491394,0.9992788434028624,0.999299705028534,0.9992667436599731,0.9994465112686156,0.9990662932395936,0.9991777539253236,0.9995412230491638,0.9987393021583556,0.999456524848938,0.9990900754928588,0.9987253546714784,0.9996272325515748,0.9989221692085266,0.9755100011825562,0.1376890242099762,0.960120975971222,0.1743801981210708,0.9442527890205384,0.1978825330734253,0.9406358003616332,0.1944989264011383,0.9152422547340392,0.204796090722084,0.9993971586227416,0.9975518584251404,0.9700559377670288,0.4717217683792114,0.9839388132095336,0.6509169936180115,0.984772264957428,0.7073465585708618,0.9715849161148072,0.8059694766998291
